year,type,title,note,journal,doi,author,ENTRYTYPE,ID
2005,Journal,"Analyzing a chi model of a turntable system using Spin, CADP and Uppaal.",0,J. Log. Algebraic Methods Program.,10.1016/J.JLAP.2005.05.001,Bortnik E.M.,article,DBLP_journals/jlp/BortnikTWLMBFR05
2016,Journal,基于UPPAAL的WSNs数据收集协议的建模与分析 (Modeling and Analyzing of WSNs Data Gathering Protocol Based on UPPAAL).,0,计算机科学,10.11896/J.ISSN.1002-137X.2016.09.024,Feng Y.,article,DBLP_journals/jsjkx/FengYWWQ16
2016,Journal,基于Uppaal的实时系统AADL数据流模型的转换与验证 (Transformation and Verification Method of AADL Data Flows for Real-time System Using Uppaal).,0,计算机科学,10.11896/J.ISSN.1002-137X.2016.01.047,Shen N.,article,DBLP_journals/jsjkx/ShenLB018
2016,Journal,"Design and verification of Cyber-Physical Systems using TrueTime, evolutionary optimization and UPPAAL.",0,Microprocess. Microsystems,10.1016/J.MICPRO.2015.12.006,Balasubramaniyan S.,article,DBLP_journals/mam/Balasubramaniyan16
2020,Journal,Using error decay prediction to overcome practical issues of deep active learning for named entity recognition.,0,Mach. Learn.,10.1007/S10994-020-05897-1,Chang H.S.,article,DBLP_journals/ml/ChangVMUM20
2001,Journal,Guided Synthesis of Control Programs Using UPPAAL.,0,Nord. J. Comput.,,Hune T.,article,DBLP_journals/njc/HuneLP01
2024,Journal,Ensuring reliability in electronic examinations through UPPAAL-based trustworthy design.,0,PeerJ Comput. Sci.,10.7717/PEERJ-CS.2377,Zhou W.,article,DBLP_journals/peerj-cs/ZhouZZMWY24
2023,Journal,A toolchain for domestic heat-pump control using Uppaal Stratego.,0,Sci. Comput. Program.,10.1016/J.SCICO.2023.102987,Hasrat I.R.,article,DBLP_journals/scp/HasratJLS23
2023,Journal,Modeling and verifying NLSR protocol of NDN for CPS using UPPAAL.,0,J. Softw. Evol. Process.,10.1002/SMR.2384,Fei Y.,article,DBLP_journals/smr/FeiZY23
2015,Journal,Uppaal SMC tutorial.,0,Int. J. Softw. Tools Technol. Transf.,10.1007/S10009-014-0361-Y,David A.,article,DBLP_journals/sttt/DavidLLMP15
2022,Journal,Randomized reachability analysis in UPPAAL: fast error detection in timed systems.,0,Int. J. Softw. Tools Technol. Transf.,10.1007/S10009-022-00681-Z,Kiviriga A.,article,DBLP_journals/sttt/KivirigaLN22
2023,Journal,Bounded DBM-based clock state construction for timed automata in Uppaal.,0,Int. J. Softw. Tools Technol. Transf.,10.1007/S10009-022-00667-X,Lehmann S.,article,DBLP_journals/sttt/LehmannS23
2001,Journal,Mechanical verification of the IEEE 1394a root contention protocol using Uppaal2k.,0,Int. J. Softw. Tools Technol. Transf.,10.1007/S100090100059,Simons D.P.L.,article,DBLP_journals/sttt/SimonsS01
2010,Journal,Verification of a Timed Multitask System With Uppaal.,0,IEEE Trans Autom. Sci. Eng.,10.1109/TASE.2010.2050199,Mokadem H.B.,article,DBLP_journals/tase/MokademBGSR10
2011,Journal,Formal specification and analysis of zeroconf using uppaalS.,0,ACM Trans. Embed. Comput. Syst.,10.1145/1952522.1952527,Berendsen J.,article,DBLP_journals/tecs/BerendsenGVZ11
1996,Journal,UPPAAL—a Tool Suite for Automatic Verification of Real–Time Systems,193,BRICS Report Series,10.7146/brics.v3i58.18769,Bengtsson J.,article,OPAL0
1999,Journal,Model-Checking Real-Time Control Programs. Verifying LEGO Mindstorms Systems Using UPPAAL,34,BRICS Report Series,10.7146/brics.v6i53.20123,Iversen T.K.,article,OPAL1
2012,InProceedings,Translation of UML Statecharts to UPPAAL Automata for Verification of Real-time Systems,3,Proceedings of the Spring/Summer young researchers' colloquium on software engineering,10.15514/syrcose-2012-6-13,Zorin D.,article,OPAL10
2010,Journal,A Cooperative Congestion Control Approach within VANETs: Formal Verification and Performance Evaluation,32,EURASIP Journal on Wireless Communications and Networking,10.1155/2010/712525,Bouassida M.S.,article,OPAL100
2025,Journal,A Systematic Review on the Applications of Uppaal,0,Sensors,10.3390/s25113484,Grobelna I.,article,OPAL101
2007,Journal,Timed analysis of security protocols,31,Journal of Computer Security,10.3233/jcs-2007-15603,Corin R.,article,OPAL102
2022,Journal,"Testing, Validation, and Verification of Robotic and Autonomous Systems: A Systematic Review",34,ACM Transactions on Software Engineering and Methodology,10.1145/3542945,Araujo H.,article,OPAL103
2017,InProceedings,"Delay-Aware Design, Analysis and Verification of Intelligent Intersection Management",34,Unknown Venue,10.1109/smartcomp.2017.7946999,Zheng B.,article,OPAL104
2008,Journal,Influence of different abstractions on the performance analysis of distributed hard real-time systems,45,Design Automation for Embedded Systems,10.1007/s10617-008-9015-1,Perathoner S.,article,OPAL105
2010,Journal,Analytic real-time analysis and timed automata: a hybrid methodology for the performance analysis of embedded real-time systems,38,Design Automation for Embedded Systems,10.1007/s10617-010-9055-1,Lampka K.,article,OPAL106
2017,Journal,A PVS-Simulink Integrated Environment for Model-Based Analysis of Cyber-Physical Systems,38,IEEE Transactions on Software Engineering,10.1109/tse.2017.2694423,Bernardeschi C.,article,OPAL107
2022,Journal,ActivFORMS: A Formally Founded Model-based Approach to Engineer Self-adaptive Systems,27,ACM Transactions on Software Engineering and Methodology,10.1145/3522585,Weyns D.,article,OPAL108
2002,Journal,Timed Automata May Cause Some Troubles,33,BRICS Report Series,10.7146/brics.v9i35.21750,Bouyer P.,article,OPAL109
2016,Journal,Statistical and exact schedulability analysis of hierarchical scheduling systems,23,Science of Computer Programming,10.1016/j.scico.2016.05.008,Boudjadar A.,article,OPAL112
2006,Journal,How to stop time stopping,29,Formal Aspects of Computing,10.1007/s00165-006-0010-7,Bowman H.,article,OPAL113
2007,Journal,A Global Algorithm for Model-Based Test Suite Generation,33,Electronic Notes in Theoretical Computer Science,10.1016/j.entcs.2007.08.005,Hessel A.,article,OPAL114
2019,Journal,Predictive Formal Analysis of Resilience in Cyber-Physical Systems,20,IEEE Access,10.1109/access.2019.2903153,Mouelhi S.,article,OPAL115
2001,Journal,Linear Parametric Model Checking of Timed Automata,26,BRICS Report Series,10.7146/brics.v8i5.20459,Hune T.S.,article,OPAL116
2016,Journal,Statistical Model Checking-Based Evaluation and Optimization for Cloud Workflow Resource Allocation,28,IEEE Transactions on Cloud Computing,10.1109/tcc.2016.2586067,Chen M.,article,OPAL117
2005,Journal,Structural Translation from Time Petri Nets to Timed Automata,29,Electronic Notes in Theoretical Computer Science,10.1016/j.entcs.2005.04.009,Cassez F.,article,OPAL118
2019,Journal,A formal approach to AADL model-based software engineering,24,International Journal on Software Tools for Technology Transfer,10.1007/s10009-019-00513-7,Mkaouar H.,article,OPAL120
2000,Journal,Guided Synthesis of Control Programs for a Batch Plant using UPPAAL,19,BRICS Report Series,10.7146/brics.v7i37.20203,Hune T.S.,article,OPAL121
2011,Journal,Behavioral Compatibility Analysis of Component-based Real-time System,0,International Journal of Engineering and Manufacturing,10.5815/ijem.2011.01.11,Xi L.,article,OPAL122
2003,Journal,Towards the verification of real-time systems in avionics,18,Electronic Notes in Theoretical Computer Science,10.1016/s1571-0661(04)80819-3,Berthomieu B.,article,OPAL123
2018,Journal,Co-Simulation,312,ACM Computing Surveys,10.1145/3179993,Gomes C.,article,OPAL124
2017,Journal,Formal modeling and control of cyber-physical manufacturing systems,48,Advances in Mechanical Engineering,10.1177/1687814017725472,Yu Z.,article,OPAL125
2014,InProceedings,ActivFORMS: active formal models for self-adaptation,145,Unknown Venue,10.1145/2593929.2593944,Iftikhar M.U.,article,OPAL127
2020,Journal,Mixed-semantics composition of statecharts for the component-based design of reactive systems,27,Software & Systems Modeling,10.1007/s10270-020-00806-5,Graics B.,article,OPAL128
2016,Journal,Towards the Verification of Safety-critical Autonomous Systems in Dynamic Environments,22,Electronic Proceedings in Theoretical Computer Science,10.4204/eptcs.232.10,Aniculaesei A.,article,OPAL129
1996,Journal,Compositional and Symbolic Model-Checking of Real-Time Systems,15,BRICS Report Series,10.7146/brics.v3i59.18770,Larsen K.G.,article,OPAL13
2025,Journal,Enhanced Cyber-Physical System Security: A Model Checking Approach Using UPPAAL for OT-Specific Applications,0,Journal of Information Systems Engineering & Management,10.52783/jisem.v10i36s.6456,Chauhan N.C.,article,OPAL130
2018,Journal,A Survey on Formal Verification Techniques for Safety-Critical Systems-on-Chip,42,Electronics,10.3390/electronics7060081,Grimm T.,article,OPAL131
2021,Journal,Model-Driven Engineering Tools and Languages for Cyber-Physical Systems–A Systematic Literature Review,23,IEEE Access,10.1109/access.2021.3068358,Mohamed M.A.,article,OPAL132
2017,Journal,Quantitative Performance Evaluation of Uncertainty-Aware Hybrid AADL Designs Using Statistical Model Checking,24,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,10.1109/tcad.2017.2681076,Bao Y.,article,OPAL133
2008,Journal,Directed model checking with distance-preserving abstractions,45,International Journal on Software Tools for Technology Transfer,10.1007/s10009-008-0092-z,Dräger K.,article,OPAL134
2022,Journal,Modeling and Verification of Trainify,0,International Journal of Emerging Multidisciplinaries Computer Science & Artificial Intelligence,10.54938/ijemdcsai.2022.01.2.89,Fatima N.K.,article,OPAL135
2014,InProceedings,2D Geometric Modeling and Verification of Line Tracing Robot Using UPPAAL Model Checker,0,Advances in intelligent systems research/Advances in Intelligent Systems Research,10.2991/sekeie-14.2014.36,Nakatani Y.,article,OPAL136
2011,Journal,Towards a Model-Driven IEC 61131-Based Development Process in Industrial Automation,85,Journal of Software Engineering and Applications,10.4236/jsea.2011.44024,Thramboulidis K.,article,OPAL137
2021,Journal,Learning Safe and Optimal Control Strategies for Storm Water Detention Ponds,16,IFAC-PapersOnLine,10.1016/j.ifacol.2021.08.467,Goorden M.A.,article,OPAL139
2000,Journal,Modeling a Language for Embedded Systems in Timed Automata,15,BRICS Report Series,10.7146/brics.v7i17.20144,Hune T.S.,article,OPAL14
2016,InProceedings,Model-based Real-time Testing of Drone Autopilots,15,Unknown Venue,10.1145/2935620.2935630,Patelli A.,article,OPAL140
2011,Journal,Modelling and Simulation of Asynchronous Real-Time Systems using Timed Rebeca,28,arXiv (Cornell University),10.4204/eptcs.58.1,Aceto L.,article,OPAL141
1998,Journal,Automated Modeling of Real-Time Implementation,11,BRICS Report Series,10.7146/brics.v5i51.19497,Jensen P.K.,article,OPAL143
2019,Journal,RoboChart: modelling and verification of the functional behaviour of robotic applications,98,Software & Systems Modeling,10.1007/s10270-018-00710-z,Miyazawa A.,article,OPAL144
2019,Journal,Prostate Gleason Score Detection and Cancer Treatment Through Real-Time Formal Verification,24,IEEE Access,10.1109/access.2019.2961754,Brunese L.,article,OPAL146
2020,Journal,"Vehicle Platooning Systems: Review, Classification and Validation Strategies",20,The International journal of networked and distributed computing,10.2991/ijndc.k.200829.001,Fakhfakh F.,article,OPAL148
1996,Journal,Diagnostic Model Checking for Real-Time Systems,12,BRICS Report Series,10.7146/brics.v3i57.18682,Larsen K.G.,article,OPAL149
2021,Journal,Overview of Control Algorithm Verification Methods in Power Electronics Systems,13,Energies,10.3390/en14144360,Szcześniak P.,article,OPAL150
2007,Journal,Optimal reachability for multi-priced timed automata,40,Theoretical Computer Science,10.1016/j.tcs.2007.09.021,Larsen K.G.,article,OPAL151
2022,Journal,A Foundation Model for Building Digital Twins: A Case Study of a Chiller,13,Buildings,10.3390/buildings12081079,Li S.,article,OPAL152
2006,Journal,Parametric probabilistic transition systems for system design and analysis,75,Formal Aspects of Computing,10.1007/s00165-006-0015-2,Lanotte R.,article,OPAL154
2004,Journal,Updatable timed automata,104,Theoretical Computer Science,10.1016/j.tcs.2004.04.003,Bouyer P.,article,OPAL155
2022,Journal,Verifiable strategy synthesis for multiple autonomous agents: a scalable approach,11,International Journal on Software Tools for Technology Transfer,10.1007/s10009-022-00657-z,Gu R.,article,OPAL156
2000,Journal,On Memory-Block Traversal Problems in Model Checking Timed Systems,10,BRICS Report Series,10.7146/brics.v7i3.20131,Larsson F.,article,OPAL157
2021,Journal,Analysis of ATO System Operation Scenarios Based on UPPAAL and the Operational Design Domain,14,Electronics,10.3390/electronics10040503,Meng Z.,article,OPAL158
2022,Journal,A Survey of Practical Formal Methods for Security,36,Formal Aspects of Computing,10.1145/3522582,Kulik T.,article,OPAL159
2020,Journal,"A methodology for automatic generation, formal verification and implementation of safe PLC programs for power supply equipment of the electric lines of railway control systems",14,Computers in Industry,10.1016/j.compind.2020.103328,Niang M.,article,OPAL160
2021,Journal,Model-based optimization of ARINC-653 partition scheduling,11,International Journal on Software Tools for Technology Transfer,10.1007/s10009-020-00597-6,Han P.,article,OPAL161
2018,Journal,Oracles for Testing Software Timeliness with Uncertainty,16,ACM Transactions on Software Engineering and Methodology,10.1145/3280987,Wang C.,article,OPAL162
2009,Journal,Analyzing a Pattern-Based Model of a Real-Time Turntable System,13,Electronic Notes in Theoretical Computer Science,10.1016/j.entcs.2009.09.034,Slutej D.,article,OPAL163
2006,Journal,Test Case Generation for Mutation-based Testing of Timeliness,58,Electronic Notes in Theoretical Computer Science,10.1016/j.entcs.2006.10.010,Nilsson R.,article,OPAL164
2010,Journal,Prevention of human control errors by robust filter for manufacturing system,17,IFAC Proceedings Volumes,10.3182/20100831-4-fr-2021.00032,Marangé P.,article,OPAL165
2007,Journal,Supporting UML-based development of embedded systems by formal techniques,28,Software & Systems Modeling,10.1007/s10270-006-0043-7,Hooman J.,article,OPAL166
2019,Journal,Model Checking Longitudinal Control in Vehicle Platoon Systems,11,IEEE Access,10.1109/access.2019.2935423,Peng C.,article,OPAL167
2009,InProceedings,MoVES &amp;#x2014; A framework for modelling and verifying embedded systems,13,Unknown Venue,10.1109/icm.2009.5418667,Brekling A.,article,OPAL168
2021,Journal,Safety Assessment of the Reconfigurable Integrated Modular Avionics Based on STPA,10,International Journal of Aerospace Engineering,10.1155/2021/8875872,Zhao C.,article,OPAL169
2004,Journal,Comparing model checking and logical reasoning for real-time systems,26,Formal Aspects of Computing,10.1007/s00165-004-0034-9,Dierks H.,article,OPAL171
2022,Journal,Machine learning-based algorithms to estimate thermal dynamics of residential buildings with energy flexibility,15,Journal of Building Engineering,10.1016/j.jobe.2022.105683,Cibin N.,article,OPAL173
2020,Journal,PuRSUE -from specification of robotic environments to synthesis of controllers,18,Formal Aspects of Computing,10.1007/s00165-020-00509-0,Bersani M.M.,article,OPAL174
2014,Journal,A Contract-Based Methodology for Aircraft Electric Power System Design,162,IEEE Access,10.1109/access.2013.2295764,Nuzzo P.,article,OPAL175
2022,Journal,A Review on Recent Progress of Smart Contract in Blockchain,48,IEEE Access,10.1109/access.2022.3174052,Wu C.,article,OPAL176
2010,Journal,Cost Analysis for Embedded Systems: Experiments with Priced Timed Automata,12,Electronic Notes in Theoretical Computer Science,10.1016/j.entcs.2010.06.006,Ovatman T.,article,OPAL178
2021,Journal,Privacy-Aware Cloud Auditing for GDPR Compliance Verification in Online Healthcare,48,IEEE Transactions on Industrial Informatics,10.1109/tii.2021.3100152,Barati M.,article,OPAL179
2022,Journal,Formal Modeling and Verification of the Functionality of Electronic Urban Railway Control Systems Through a Case Study,9,Urban Rail Transit,10.1007/s40864-022-00177-8,Lukács G.,article,OPAL180
2009,Journal,Synthesis and stochastic assessment of cost-optimal schedules,12,International Journal on Software Tools for Technology Transfer,10.1007/s10009-009-0129-y,Mader A.,article,OPAL181
2007,Journal,Model Checking Techniques applied to the design of Web Services,13,CLEI electronic journal,10.19153/cleiej.10.2.2,Dıaz G.,article,OPAL182
2019,Journal,A Survey of Timing Verification Techniques for Multi-Core Real-Time Systems,69,ACM Computing Surveys,10.1145/3323212,Maiza C.,article,OPAL183
2004,Journal,Optimal Strategies in Priced Timed Game Automata,38,BRICS Report Series,10.7146/brics.v11i4.21829,Bouyer P.,article,OPAL184
2019,Journal,Integrating Model Checking With SysML in Complex System Safety Analysis,48,IEEE Access,10.1109/access.2019.2892745,Wang H.,article,OPAL185
2019,Journal,Understanding multidimensional verification: Where functional meets non-functional,17,Microprocessors and Microsystems,10.1016/j.micpro.2019.102867,Lai X.,article,OPAL187
2019,Journal,A Cloud-based Middleware for Self-Adaptive IoT-Collaboration Services,17,Sensors,10.3390/s19204559,Park S.,article,OPAL190
2023,Journal,Security of Programmable Logic Controllers and Related Systems: Today and Tomorrow,12,IEEE Open Journal of the Industrial Electronics Society,10.1109/ojies.2023.3335976,Alsabbagh W.,article,OPAL191
2018,Journal,Hybrid Online Model-Based Testing for Communication-Based Train Control Systems,10,IEEE Intelligent Transportation Systems Magazine,10.1109/mits.2018.2842230,Wang Y.,article,OPAL192
2018,Journal,A hierarchical verification approach to verify complex safety control systems based on STAMP,13,Science of Computer Programming,10.1016/j.scico.2018.11.006,Han X.,article,OPAL193
2001,Journal,PLC-automata: a new class of implementable real-time automata,58,Theoretical Computer Science,10.1016/s0304-3975(00)00089-x,Dierks H.,article,OPAL194
2008,Journal,Model checking Duration Calculus: a practical approach,46,Formal Aspects of Computing,10.1007/s00165-008-0082-7,Meyer R.,article,OPAL195
2017,InProceedings,Access Controlled Temporal Networks,14,Proceedings of the 14th International Conference on Agents and Artificial Intelligence,10.5220/0006185701180131,Combi C.,article,OPAL196
2019,Journal,Towards an Accurate Probabilistic Modeling and Statistical Analysis of Temporal Faults via Temporal Dynamic Fault-Trees (TDFTs),13,IEEE Access,10.1109/access.2019.2902796,Ammar M.,article,OPAL197
2022,Journal,Static detection of equivalent mutants in real-time model-based mutation testing,9,Empirical Software Engineering,10.1007/s10664-022-10149-y,Basile D.,article,OPAL198
2013,Journal,Orchestrating stream graphs using model checking,11,ACM Transactions on Architecture and Code Optimization,10.1145/2512435,Malik A.,article,OPAL199
2015,Journal,A reconfigurable framework for compositional schedulability and power analysis of hierarchical scheduling systems with frequency scaling,9,Science of Computer Programming,10.1016/j.scico.2015.10.003,Boudjadar A.,article,OPAL200
2018,Journal,A MQTT/MQTT-SN-Based User Energy Management System for Automated Residential Demand Response: Formal Verification and Cyber-Physical Performance Evaluation,12,Applied Sciences,10.3390/app8071035,Jia K.,article,OPAL201
2009,InProceedings,Validating time-constrained systems using UML Statecharts Patterns and Timed Automata Observers,15,Electronic workshops in computing,10.14236/ewic/vecos2009.11,MEKKI A.,article,OPAL202
